CodSuc,CodPro,Mesano,Formpg,Grupos,Nomsuc,Detall,Nomgpo,Fdesde,Fhasta,Cantid,Venta Bruta,Descto,Valiva,Venta Neta,Vrun55,Costo,Utilidad Bruta,Margen Bruto,Bascul,Marca,Comodin,Tipo Proveedor
10000,1,2401,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,22,2200,0,0,2200,20,440,1760,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2401,LB,Legalización Bono,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2401,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,74,7400,0,0,7400,20,1480,5920,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2402,DF,Diferencia PVP,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2402,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,17,1700,0,0,1700,20,340,1360,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2402,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,91,9100,0,0,9100,20,1820,7280,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2403,DF,Diferencia PVP,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2403,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,16,1600,0,0,1600,20,320,1280,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2403,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,96,9600,0,0,9600,20,1920,7680,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2404,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,4,400,0,0,400,20,80,320,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2404,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,23,2300,0,0,2300,20,460,1840,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2404,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,109,10900,0,0,10900,20,2180,8720,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2405,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2405,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,10,1000,0,0,1000,20,200,800,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2405,LK,Link de Pagos,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2405,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,79,7900,0,0,7900,20,1580,6320,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2406,DF,Diferencia PVP,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2406,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,10,1000,0,0,1000,20,200,800,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2406,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,85,8500,0,0,8500,20,1700,6800,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2407,CE,Contraentrega,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2407,DV,Davivienda,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2407,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,13,1300,0,0,1300,20,260,1040,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2407,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,69,6900,0,0,6900,20,1380,5520,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2408,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,3,300,0,0,300,20,60,240,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2408,DF,Diferencia PVP,Av19,Impuesto A La Bolsa,,20240101,20241231,2,200,0,0,200,20,40,160,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2408,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,16,1600,0,0,1600,20,320,1280,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2408,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,103,10300,0,0,10300,20,2060,8240,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2409,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,4,400,0,0,400,20,80,320,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2409,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,10,1000,0,0,1000,20,200,800,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2409,LB,Legalización Bono,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2409,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,74,7400,0,0,7400,20,1480,5920,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2410,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2410,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,7,700,0,0,700,20,140,560,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2410,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,53,5300,0,0,5300,20,1060,4240,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2411,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,14,1400,0,0,1400,20,280,1120,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2411,LB,Legalización Bono,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2411,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,109,10900,0,0,10900,20,2180,8720,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2412,BC,Bancolombia,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2412,EF,Efectivo,Av19,Impuesto A La Bolsa,,20240101,20241231,30,3000,0,0,3000,20,600,2400,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2412,LB,Legalización Bono,Av19,Impuesto A La Bolsa,,20240101,20241231,1,100,0,0,100,20,20,80,40000,N,SIN MARCA,132,PROVEEDORES
10000,1,2412,TJ,Tarjeta,Av19,Impuesto A La Bolsa,,20240101,20241231,178,17800,0,0,17800,20,3560,14240,40000,N,SIN MARCA,132,PROVEEDORES
10000,33,2410,RP,Rappi,Av19,Tabla Interactiva,,20240101,20241231,1,69664,0,13236,82900,37765,37765,45135,11952,N,ALMACENES MAXIMO S.A.,202,PROVEEDORES
10000,54,2407,TJ,Tarjeta,Av19,Espejo Para Bebe Multiples Fun,,20240101,20241231,1,83950,0,15950,99900,53439,53439,46461,8694,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,54,2409,TJ,Tarjeta,Av19,Espejo Para Bebe Multiples Fun,,20240101,20241231,1,83950,0,15950,99900,53439,53439,46461,8694,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,55,2412,TJ,Tarjeta,Av19,Espejo Para Bebe Multiples Fun,,20240101,20241231,1,83950,16790,12760,79920,53439,53439,26481,4955,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,56,2409,TJ,Tarjeta,Av19,Bolita Vibradora 12 Cm. Elefan,,20240101,20241231,1,62941,0,11959,74900,37359,37359,37541,10049,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,56,2411,EF,Efectivo,Av19,Bolita Vibradora 12 Cm. Elefan,,20240101,20241231,1,62941,0,11959,74900,37359,37359,37541,10049,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,57,2402,TJ,Tarjeta,Av19,Bolita Vibradora 12 Cm. Perro,,20240101,20241231,1,62941,0,11959,74900,37359,37359,37541,10049,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,61,2402,TJ,Tarjeta,Av19,Juegos Para Exterior 3 En 1,,20240101,20241231,1,56218,0,10682,66900,28547,28547,38353,13435,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,61,2406,TJ,Tarjeta,Av19,Juegos Para Exterior 3 En 1,,20240101,20241231,1,56218,0,10682,66900,28547,28547,38353,13435,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,61,2410,LK,Link de Pagos,Av19,Juegos Para Exterior 3 En 1,,20240101,20241231,1,56218,0,10682,66900,28547,28547,38353,13435,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,90,2404,TJ,Tarjeta,Av19,M. 1:64 Lamborghini Azul,,20240101,20241231,1,16723,5017,2224,13930,4490,4490,9440,21024,N,ESTIMULARTE  (grupo herfal),216,PROVEEDORES
10000,90,2410,TJ,Tarjeta,Av19,M. 1:64 Lamborghini Azul,,20240101,20241231,1,7479,0,1421,8900,4490,4490,4410,9822,N,ESTIMULARTE  (grupo herfal),216,PROVEEDORES
10000,90,2412,EF,Efectivo,Av19,M. 1:64 Lamborghini Azul,,20240101,20241231,1,7479,0,1421,8900,4490,4490,4410,9822,N,ESTIMULARTE  (grupo herfal),216,PROVEEDORES
10000,151,2404,TJ,Tarjeta,Av19,Romp. Hello 3 X 35,,20240101,20241231,1,10000,0,1900,11900,2521,2521,9379,37203,N,COOMERSANV RONDA,110,PROVEEDORES
10000,151,2406,TJ,Tarjeta,Av19,Romp. Hello 3 X 35,,20240101,20241231,1,10000,0,1900,11900,2521,2521,9379,37203,N,COOMERSANV RONDA,110,PROVEEDORES
10000,190,2406,RP,Rappi,Av19,Junior Foldable Fantasy Lights,,20240101,20241231,1,439900,0,0,439900,210007,210007,229893,10947,N,GLOBBER,347,ALIANZA Y PROGRESO
10000,195,2408,DF,Diferencia PVP,Av19,Created By Me Plane,,20240101,20241231,1,8,0,2,10,10,10,0,0,N,MELISSA AND DOUG,188,IMPORTACION
10000,197,2403,EF,Efectivo,Av19,Enhebrados Sencillos,,20240101,20241231,1,4118,0,782,4900,2715,2715,2185,8048,N,AMAZON,132,AMAZON
10000,197,2406,EF,Efectivo,Av19,Enhebrados Sencillos,,20240101,20241231,1,4118,0,782,4900,2715,2715,2185,8048,N,AMAZON,132,AMAZON
10000,226,2404,RP,Rappi,Av19,Busca Y Encuentra Jurassic Wor,,20240101,20241231,1,63900,15336,0,48564,31845,31845,16719,5250,N,CIRCULO DE LECTORES -INTERMEDIO EDITORES,357,PROVEEDORES
10000,228,2410,EF,Efectivo,Av19,Cuentos Ilustrados Rafael Pomb,,20240101,20241231,1,61900,0,0,61900,40235,40235,21665,5385,N,CIRCULO DE LECTORES -INTERMEDIO EDITORES,357,PROVEEDORES
10000,238,2401,RP,Rappi,Av19,Ajedrez Clasico,,20240101,20241231,1,36891,0,7009,43900,20921,20921,22979,10984,N,COOMERSANV RONDA,110,PROVEEDORES
10000,238,2401,TJ,Tarjeta,Av19,Ajedrez Clasico,,20240101,20241231,1,33529,0,6371,39900,20921,20921,18979,9072,N,COOMERSANV RONDA,110,PROVEEDORES
10000,239,2401,TJ,Tarjeta,Av19,Parques Clasico,,20240101,20241231,1,31849,0,6051,37900,19845,19845,18055,9098,N,COOMERSANV RONDA,110,PROVEEDORES
10000,239,2411,EF,Efectivo,Av19,Parques Clasico,,20240101,20241231,1,33529,0,6371,39900,19845,19845,20055,10106,N,COOMERSANV RONDA,110,PROVEEDORES
10000,239,2411,TJ,Tarjeta,Av19,Parques Clasico,,20240101,20241231,1,33529,0,6371,39900,19845,19845,20055,10106,N,COOMERSANV RONDA,110,PROVEEDORES
10000,239,2412,TJ,Tarjeta,Av19,Parques Clasico,,20240101,20241231,1,33529,0,6371,39900,19845,19845,20055,10106,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2401,EF,Efectivo,Av19,Quien Soy?,,20240101,20241231,1,31849,0,6051,37900,19845,19845,18055,9098,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2401,RP,Rappi,Av19,Quien Soy?,,20240101,20241231,2,72100,0,13700,85800,19845,39690,46110,11618,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2402,RP,Rappi,Av19,Quien Soy?,,20240101,20241231,1,36050,0,6850,42900,19845,19845,23055,11618,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2410,RP,Rappi,Av19,Quien Soy?,,20240101,20241231,1,36891,0,7009,43900,19845,19845,24055,12121,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2411,RP,Rappi,Av19,Quien Soy?,,20240101,20241231,1,36891,0,7009,43900,19845,19845,24055,12121,N,COOMERSANV RONDA,110,PROVEEDORES
10000,240,2412,TJ,Tarjeta,Av19,Quien Soy?,,20240101,20241231,2,67058,0,12742,79800,19845,39690,40110,10106,N,COOMERSANV RONDA,110,PROVEEDORES
10000,242,2408,TJ,Tarjeta,Av19,Crucigrama Clasico,,20240101,20241231,1,36891,0,7009,43900,21997,21997,21903,9957,N,COOMERSANV RONDA,110,PROVEEDORES
10000,242,2409,DF,Diferencia PVP,Av19,Crucigrama Clasico,,20240101,20241231,1,41092,0,7808,48900,21997,21997,26903,12230,N,COOMERSANV RONDA,110,PROVEEDORES
10000,242,2411,TJ,Tarjeta,Av19,Crucigrama Clasico,,20240101,20241231,1,36891,0,7009,43900,21997,21997,21903,9957,N,COOMERSANV RONDA,110,PROVEEDORES
10000,283,2403,TJ,Tarjeta,Av19,Modelo Anatomico Cuerpo Humano,,20240101,20241231,1,134370,0,25530,159900,89000,89000,70900,7966,N,LEARNING RESOURCES,647,IMPORTACION
10000,283,2410,TJ,Tarjeta,Av19,Modelo Anatomico Cuerpo Humano,,20240101,20241231,1,134370,0,25530,159900,89000,89000,70900,7966,N,LEARNING RESOURCES,647,IMPORTACION
10000,284,2403,TJ,Tarjeta,Av19,Modelo Esqueleto Humano,,20240101,20241231,1,134370,0,25530,159900,89900,89900,70000,7786,N,LEARNING RESOURCES,647,IMPORTACION
10000,284,2406,TJ,Tarjeta,Av19,Modelo Esqueleto Humano,,20240101,20241231,1,134370,0,25530,159900,89900,89900,70000,7786,N,LEARNING RESOURCES,647,IMPORTACION
10000,287,2405,TJ,Tarjeta,Av19,Pinzas De Motricidad Nave Espa,,20240101,20241231,1,134370,0,25530,159900,74900,74900,85000,11348,N,LEARNING RESOURCES,647,IMPORTACION
10000,307,2402,TJ,Tarjeta,Av19,Set De Bloques Fire Depatment,,20240101,20241231,1,92353,0,17547,109900,50355,50355,59545,11825,N,REDICOL S.A.,645,PROVEEDORES
10000,307,2412,RP,Rappi,Av19,Set De Bloques Fire Depatment,,20240101,20241231,1,101597,0,19303,120900,50355,50355,70545,14010,N,REDICOL S.A.,645,PROVEEDORES
10000,313,2407,TJ,Tarjeta,Av19,Fp Pinguino Baila Conmigo,,20240101,20241231,1,277227,0,52673,329900,194059,194059,135841,7000,N,MATTEL COLOMBIA S.A. (toy park sas),781,PROVEEDORES
10000,317,2409,TJ,Tarjeta,Av19,Titere Jirafa M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,318,2408,RP,Rappi,Av19,Titere Tigre M&d,,20240101,20241231,1,36891,0,7009,43900,14500,14500,29400,20276,N,AMAZON,132,AMAZON
10000,319,2408,RP,Rappi,Av19,Titere Mico M&d,,20240101,20241231,1,36891,0,7009,43900,14500,14500,29400,20276,N,SIN MARCA,132,PROVEEDORES
10000,320,2411,TJ,Tarjeta,Av19,Titere Vaca M&d,,20240101,20241231,2,67058,0,12742,79800,14500,29000,50800,17517,N,AMAZON,132,AMAZON
10000,321,2412,EF,Efectivo,Av19,Titere Caballo M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,322,2411,EF,Efectivo,Av19,Titere Oveja,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,322,2412,EF,Efectivo,Av19,Titere Oveja,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,324,2408,TJ,Tarjeta,Av19,Titere Cerdito M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,324,2411,TJ,Tarjeta,Av19,Titere Cerdito M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,324,2412,EF,Efectivo,Av19,Titere Cerdito M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,324,2412,TJ,Tarjeta,Av19,Titere Cerdito M&d,,20240101,20241231,1,33529,0,6371,39900,14500,14500,25400,17517,N,AMAZON,132,AMAZON
10000,332,2411,RP,Rappi,Av19,Arma Tu Carro De Reciclaje,,20240101,20241231,1,215042,0,40858,255900,104382,104382,151518,14516,N,LEARNING RESOURCES,647,IMPORTACION
10000,332,2412,TJ,Tarjeta,Av19,Arma Tu Carro De Reciclaje,,20240101,20241231,2,386386,0,73414,459800,104382,208764,251036,12025,N,LEARNING RESOURCES,647,IMPORTACION
10000,335,2404,TJ,Tarjeta,Av19,Cubo Matematico Dinosaurio,,20240101,20241231,1,117563,0,22337,139900,62587,62587,77313,12353,N,LEARNING RESOURCES,647,IMPORTACION
10000,335,2406,TJ,Tarjeta,Av19,Cubo Matematico Dinosaurio,,20240101,20241231,1,117563,0,22337,139900,62587,62587,77313,12353,N,LEARNING RESOURCES,647,IMPORTACION
10000,335,2409,TJ,Tarjeta,Av19,Cubo Matematico Dinosaurio,,20240101,20241231,1,117563,0,22337,139900,62587,62587,77313,12353,N,LEARNING RESOURCES,647,IMPORTACION
10000,338,2402,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,2,184706,0,35094,219800,53000,106000,113800,10736,N,AMAZON,132,AMAZON
10000,338,2403,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2404,DF,Diferencia PVP,Av19,Spot It Match,,20240101,20241231,2,167900,0,31900,199800,53000,106000,93800,8849,N,AMAZON,132,AMAZON
10000,338,2404,RP,Rappi,Av19,Spot It Match,,20240101,20241231,1,83950,12593,13558,84915,53000,53000,31915,6022,N,AMAZON,132,AMAZON
10000,338,2405,EF,Efectivo,Av19,Spot It Match,,20240101,20241231,2,167900,0,31900,199800,53000,106000,93800,8849,N,AMAZON,132,AMAZON
10000,338,2405,RP,Rappi,Av19,Spot It Match,,20240101,20241231,2,167900,0,31900,199800,53000,106000,93800,8849,N,AMAZON,132,AMAZON
10000,338,2406,RP,Rappi,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2407,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2408,RP,Rappi,Av19,Spot It Match,,20240101,20241231,2,167900,0,31900,199800,53000,106000,93800,8849,N,AMAZON,132,AMAZON
10000,338,2408,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,2,167900,33580,25520,159840,53000,106000,53840,5079,N,AMAZON,132,AMAZON
10000,338,2409,RP,Rappi,Av19,Spot It Match,,20240101,20241231,2,167899,0,31901,199800,53000,106000,93800,8849,N,AMAZON,132,AMAZON
10000,338,2409,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2411,RP,Rappi,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2411,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,338,2412,RP,Rappi,Av19,Spot It Match,,20240101,20241231,2,167900,16790,28710,179820,53000,106000,73820,6964,N,AMAZON,132,AMAZON
10000,338,2412,TJ,Tarjeta,Av19,Spot It Match,,20240101,20241231,1,83950,0,15950,99900,53000,53000,46900,8849,N,AMAZON,132,AMAZON
10000,354,2403,TJ,Tarjeta,Av19,Space Discovery Car X 249,,20240101,20241231,1,62941,0,11959,74900,40039,40039,34861,8707,N,DIMA COLOMBIA SAS,168,PROVEEDORES
10000,365,2402,TJ,Tarjeta,Av19,Cojin Puffy Pillow Buho,,20240101,20241231,2,120840,0,22960,143800,32500,65000,78800,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,365,2406,TJ,Tarjeta,Av19,Cojin Puffy Pillow Buho,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,365,2407,TJ,Tarjeta,Av19,Cojin Puffy Pillow Buho,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,365,2409,BC,Bancolombia,Av19,Cojin Puffy Pillow Buho,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,365,2409,TJ,Tarjeta,Av19,Cojin Puffy Pillow Buho,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,366,2401,TJ,Tarjeta,Av19,Cojin Puffy Pillow Mariposa,,20240101,20241231,2,120840,0,22960,143800,32500,65000,78800,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,366,2406,TJ,Tarjeta,Av19,Cojin Puffy Pillow Mariposa,,20240101,20241231,2,120840,0,22960,143800,32500,65000,78800,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,366,2407,TJ,Tarjeta,Av19,Cojin Puffy Pillow Mariposa,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,366,2412,TJ,Tarjeta,Av19,Cojin Puffy Pillow Mariposa,,20240101,20241231,1,58739,0,11161,69900,32500,32500,37400,11508,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2401,TJ,Tarjeta,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2402,TJ,Tarjeta,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2404,EF,Efectivo,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2404,TJ,Tarjeta,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2405,EF,Efectivo,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,1,60420,0,11480,71900,32500,32500,39400,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,367,2405,TJ,Tarjeta,Av19,Cojin Puffy Pillow Unicornio,,20240101,20241231,2,120840,0,22960,143800,32500,65000,78800,12123,N,CARBOTINTAS SAS SPECKTRA,745,PROVEEDORES
10000,370,2404,RP,Rappi,Av19,Mini Moon Rattle,,20240101,20241231,1,41933,0,7967,49900,22645,22645,27255,12036,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,370,2406,RP,Rappi,Av19,Mini Moon Rattle,,20240101,20241231,2,83866,0,15934,99800,22645,45290,54510,12036,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,371,2408,TJ,Tarjeta,Av19,Cheerful Cloud Rattle,,20240101,20241231,1,37731,0,7169,44900,22646,22646,22254,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,371,2409,TJ,Tarjeta,Av19,Cheerful Cloud Rattle,,20240101,20241231,1,37731,0,7169,44900,22646,22646,22254,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,372,2401,TJ,Tarjeta,Av19,Mini Moon Pram Mobile,,20240101,20241231,1,109160,0,20740,129900,65516,65516,64384,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,372,2410,TJ,Tarjeta,Av19,Mini Moon Pram Mobile,,20240101,20241231,1,109160,0,20740,129900,65516,65516,64384,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,373,2403,RP,Rappi,Av19,Mini Moon Blankie,,20240101,20241231,2,166218,0,31582,197800,45342,90684,107116,11812,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,373,2406,RP,Rappi,Av19,Mini Moon Blankie,,20240101,20241231,1,83109,0,15791,98900,45342,45342,53558,11812,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,373,2411,TJ,Tarjeta,Av19,Mini Moon Blankie,,20240101,20241231,2,151092,0,28708,179800,45342,90684,89116,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,373,2412,RP,Rappi,Av19,Mini Moon Blankie,,20240101,20241231,2,166218,0,31582,197800,45342,90684,107116,11812,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,374,2412,BC,Bancolombia,Av19,Love Big Mat Soft Colors,,20240101,20241231,1,319244,0,60656,379900,191607,191607,188293,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,377,2409,RP,Rappi,Av19,Penguin Play And Kick Car Toy,,20240101,20241231,1,231008,23101,39502,247409,126000,126000,121409,9636,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,377,2410,RP,Rappi,Av19,Penguin Play And Kick Car Toy,,20240101,20241231,1,231008,23101,39502,247409,126000,126000,121409,9636,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,381,2402,TJ,Tarjeta,Av19,Kimmy The Koala,,20240101,20241231,1,109160,0,20740,129900,65517,65517,64383,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,381,2403,TJ,Tarjeta,Av19,Kimmy The Koala,,20240101,20241231,1,109160,0,20740,129900,65517,65517,64383,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
10000,381,2404,TJ,Tarjeta,Av19,Kimmy The Koala,,20240101,20241231,1,109160,0,20740,129900,65517,65517,64383,9827,N,ALIANZA Y PROGRESO TF,507,ALIANZA Y PROGRESO
